conv_id,msg_idx,latency_ms
conv_10,78,0.276916
conv_10,79,0.304375
conv_10,80,0.323875
conv_10,81,0.314917
conv_10,82,0.405375
conv_10,83,0.306250
conv_10,84,0.310667
conv_10,85,0.313792
conv_10,86,0.320083
conv_10,87,0.335208
conv_10,88,0.327584
conv_10,89,0.439208
conv_10,90,0.338708
conv_10,91,0.325791
conv_10,92,0.299833
conv_10,93,0.305042
conv_10,94,0.390750
conv_10,95,0.294000
conv_10,96,0.309167
conv_10,97,0.307792
conv_10,98,0.307667
conv_10,99,0.313542
conv_10,100,0.389292
conv_10,101,0.332542
conv_10,102,0.295583
conv_10,103,0.318334
conv_10,104,0.289958
conv_10,105,0.312667
conv_10,106,0.429750
conv_10,107,0.330875
conv_10,108,0.311333
conv_10,109,0.310667
conv_10,110,0.288125
conv_10,111,0.280375
conv_10,112,0.309292
conv_10,113,0.305083
conv_10,114,0.301125
conv_10,115,0.296167
conv_10,116,0.318417
conv_10,117,0.305125
conv_10,118,0.387708
conv_10,119,0.299500
conv_11,0,0.077500
conv_11,1,0.042583
conv_11,2,0.058125
conv_11,3,0.032584
conv_11,4,0.015584
conv_11,5,0.020583
conv_11,6,0.019209
conv_11,7,0.023084
conv_11,8,0.041125
conv_11,9,0.011167
conv_11,10,0.010667
conv_11,11,0.026542
conv_11,12,0.031459
conv_11,13,0.053209
conv_11,14,0.017750
conv_11,15,0.052834
conv_11,16,0.050708
conv_11,17,0.010833
conv_11,18,0.007333
conv_11,19,0.024208
conv_11,20,0.051500
conv_11,21,0.048917
conv_11,22,0.034667
conv_11,23,0.011334
conv_11,24,0.030958
conv_11,25,0.017166
conv_11,26,0.027000
conv_11,27,0.044042
conv_11,28,0.031750
conv_11,29,0.022666
conv_11,30,0.389042
conv_11,31,0.069166
conv_11,32,0.060625
conv_11,33,0.073375
conv_11,34,0.057875
conv_11,35,0.081042
conv_11,36,0.155500
conv_11,37,0.118833
conv_11,38,0.127958
conv_11,39,0.130625
conv_11,40,0.147083
conv_11,41,0.448458
conv_11,42,0.186708
conv_11,43,0.185958
conv_11,44,0.152625
conv_11,45,0.151042
conv_11,46,0.167458
conv_11,47,0.175166
conv_11,48,0.156167
conv_11,49,0.302459
conv_11,50,0.184667
conv_11,51,0.156292
conv_11,52,0.175125
conv_11,53,0.168625
conv_11,54,0.169666
conv_11,55,0.192709
conv_11,56,0.184375
conv_11,57,0.182750
conv_11,58,0.284667
conv_11,59,0.202000
conv_11,60,0.201625
conv_11,61,0.203291
conv_11,62,0.180875
conv_11,63,0.179167
conv_11,64,0.183708
conv_11,65,0.207250
conv_11,66,0.211125
conv_11,67,0.201166
conv_11,68,0.311208
conv_11,69,0.191417
conv_11,70,0.203958
conv_11,71,0.186125
conv_11,72,0.208458
conv_11,73,0.213417
conv_11,74,0.212000
conv_11,75,0.188292
conv_11,76,0.193250
conv_11,77,0.274250
conv_11,78,0.175292
conv_11,79,0.196458
conv_11,80,0.221167
conv_11,81,0.204000
conv_11,82,0.183959
conv_11,83,0.204917
conv_11,84,0.176166
conv_11,85,0.199041
conv_11,86,0.281125
conv_11,87,0.182084
conv_11,88,0.208875
conv_11,89,0.211959
conv_11,90,0.212667
conv_11,91,0.210000
conv_11,92,0.216833
conv_11,93,0.205959
conv_11,94,0.321458
conv_11,95,0.208250
conv_11,96,0.205250
conv_11,97,0.225834
conv_11,98,0.217708
conv_11,99,0.213541
conv_11,100,0.215875
conv_11,101,0.219541
conv_11,102,0.207625
conv_11,103,0.320625
conv_11,104,0.214875
conv_11,105,0.199458
conv_11,106,0.214083
conv_11,107,0.208791
conv_11,108,0.211708
conv_11,109,0.208834
conv_11,110,0.215125
conv_11,111,0.301209
conv_11,112,0.222125
conv_11,113,0.223250
conv_11,114,0.220333
conv_11,115,0.212709
conv_11,116,0.230167
conv_11,117,0.240500
conv_11,118,0.358834
conv_11,119,0.234208
conv_12,0,0.060542
conv_12,1,0.024541
conv_12,2,0.043667
conv_12,3,0.036291
conv_12,4,0.009167
conv_12,5,0.028500
conv_12,6,0.016417
conv_12,7,0.014917
conv_12,8,0.036833
conv_12,9,0.012667
conv_12,10,0.026959
conv_12,11,0.007458
conv_12,12,0.009916
conv_12,13,0.019459
conv_12,14,0.482500
conv_12,15,0.011084
conv_12,16,0.007041
conv_12,17,0.030666
conv_12,18,0.031584
conv_12,19,0.007917
conv_12,20,0.012583
conv_12,21,0.014000
conv_12,22,0.042292
conv_12,23,0.020625
conv_12,24,0.006708
conv_12,25,0.020875
conv_12,26,0.023709
conv_12,27,0.028459
conv_12,28,0.033917
conv_12,29,0.019833
conv_12,30,0.054875
conv_12,31,0.048916
conv_12,32,0.040667
conv_12,33,0.051333
conv_12,34,0.049250
conv_12,35,0.059708
conv_12,36,0.376417
conv_12,37,0.106542
conv_12,38,0.138208
conv_12,39,0.132458
conv_12,40,0.119250
conv_12,41,0.151917
conv_12,42,0.132125
conv_12,43,0.284333
conv_12,44,0.183167
conv_12,45,0.153292
conv_12,46,0.160083
conv_12,47,0.118875
conv_12,48,0.114625
conv_12,49,0.153292
conv_12,50,0.261333
conv_12,51,0.153541
conv_12,52,0.157416
conv_12,53,0.131166
conv_12,54,0.141125
conv_12,55,0.152250
conv_12,56,0.174875
conv_12,57,0.168958
conv_12,58,0.255125
conv_12,59,0.148334
conv_12,60,0.161708
conv_12,61,0.166208
conv_12,62,0.179750
conv_12,63,0.179792
conv_12,64,0.165250
conv_12,65,0.179375
conv_12,66,0.189666
conv_12,67,0.325708
conv_12,68,0.196667
conv_12,69,0.203333
conv_12,70,0.189083
conv_12,71,0.204292
conv_12,72,0.189041
conv_12,73,0.169666
conv_12,74,0.190125
conv_12,75,0.322250
conv_12,76,0.218208
conv_12,77,0.171042
conv_12,78,0.171458
conv_12,79,0.170208
conv_12,80,0.195125
conv_12,81,0.190584
conv_12,82,0.172958
conv_12,83,0.290375
conv_12,84,0.193542
conv_12,85,0.173833
conv_12,86,0.196875
conv_12,87,0.176083
conv_12,88,0.188292
conv_12,89,0.179542
conv_12,90,0.209250
conv_12,91,0.190875
conv_12,92,0.335625
conv_12,93,0.206083
conv_12,94,0.180708
conv_12,95,0.205542
conv_12,96,0.211459
conv_12,97,0.202083
conv_12,98,0.201084
conv_12,99,0.338042
conv_12,100,0.190375
conv_12,101,0.165625
conv_12,102,0.186708
conv_12,103,0.190666
conv_12,104,0.209041
conv_12,105,0.175625
conv_12,106,0.187583
conv_12,107,0.190541
conv_12,108,0.189750
conv_12,109,0.213875
conv_12,110,0.180584
conv_12,111,0.207250
conv_12,112,0.203625
conv_12,113,0.193333
conv_12,114,0.205417
conv_12,115,0.196417
conv_12,116,0.294792
conv_12,117,0.210084
conv_12,118,0.207583
conv_12,119,0.196958
